f01227505,72eb21c5-f818-4bf8-83c8-3f45f0a394af,sp-epoch-488-baga6ea4seaqaywrfoezzruhc5ijksjpddha73imhvqvhraaw3xzxez7oxvkjabi.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqaywrfoezzruhc5ijksjpddha73imhvqvhraaw3xzxez7oxvkjabi.car,baga6ea4seaqaywrfoezzruhc5ijksjpddha73imhvqvhraaw3xzxez7oxvkjabi,30000000124,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,5eb16021-4d3f-4ee7-9f34-5a9da9def75e,sp-epoch-488-baga6ea4seaqfslqdqwuoou5crkgzvagxilzvfx5v77jgld3ujqc45mfot77cggy.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqfslqdqwuoou5crkgzvagxilzvfx5v77jgld3ujqc45mfot77cggy.car,baga6ea4seaqfslqdqwuoou5crkgzvagxilzvfx5v77jgld3ujqc45mfot77cggy,30000000345,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,c8cdee92-b6ae-4852-bed2-81c14fb6048c,sp-epoch-488-baga6ea4seaqckleswdbm3i7jgkudvic5yrydv34ykvowimu34qcdehkobdassfq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqckleswdbm3i7jgkudvic5yrydv34ykvowimu34qcdehkobdassfq.car,baga6ea4seaqckleswdbm3i7jgkudvic5yrydv34ykvowimu34qcdehkobdassfq,30000000381,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,fc2a4186-b81b-49c6-972d-b3bed697da63,sp-epoch-488-baga6ea4seaqh7umis5f4hfmuqrsqc6vwsdt6rxfu4nsomafuizfra55ov55twpy.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqh7umis5f4hfmuqrsqc6vwsdt6rxfu4nsomafuizfra55ov55twpy.car,baga6ea4seaqh7umis5f4hfmuqrsqc6vwsdt6rxfu4nsomafuizfra55ov55twpy,30000000439,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,86516032-8806-47c8-94b0-aa9f61c8ce64,sp-epoch-488-baga6ea4seaqlbgfsm4vdb7ydssepz74mhxzu56o6dc7urm3wyc4yvfoej3cykhi.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqlbgfsm4vdb7ydssepz74mhxzu56o6dc7urm3wyc4yvfoej3cykhi.car,baga6ea4seaqlbgfsm4vdb7ydssepz74mhxzu56o6dc7urm3wyc4yvfoej3cykhi,30000000421,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,a5427eaa-f5eb-4b4a-a820-d33b3d0863f1,sp-epoch-488-baga6ea4seaqnrubbvrlufznxhuizfdcqwf6elycpso3fyunwtitkffxyohbaacq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqnrubbvrlufznxhuizfdcqwf6elycpso3fyunwtitkffxyohbaacq.car,baga6ea4seaqnrubbvrlufznxhuizfdcqwf6elycpso3fyunwtitkffxyohbaacq,30000000425,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,bd89714a-051b-4bf5-a0b6-7df87b68bee0,sp-epoch-488-baga6ea4seaqnefvmj3tok6vggvgx6ldmmxke453cisujt76534urf3df2fqlaoi.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqnefvmj3tok6vggvgx6ldmmxke453cisujt76534urf3df2fqlaoi.car,baga6ea4seaqnefvmj3tok6vggvgx6ldmmxke453cisujt76534urf3df2fqlaoi,30000000139,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,646569da-84bd-437d-b443-21202e41f2d8,sp-epoch-488-baga6ea4seaqdg5n5m2rfcqgx4txgcwagtqs3gvkno6ytu34zqqgwvqsu4hdkifq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqdg5n5m2rfcqgx4txgcwagtqs3gvkno6ytu34zqqgwvqsu4hdkifq.car,baga6ea4seaqdg5n5m2rfcqgx4txgcwagtqs3gvkno6ytu34zqqgwvqsu4hdkifq,30000000408,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,2febdc0f-8647-4a1a-ad69-24f2a438fb46,sp-epoch-488-baga6ea4seaqhbcfje6wsffvdwvr455gp77iw3p2g5cosm7scj5ipw2uraocbagq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqhbcfje6wsffvdwvr455gp77iw3p2g5cosm7scj5ipw2uraocbagq.car,baga6ea4seaqhbcfje6wsffvdwvr455gp77iw3p2g5cosm7scj5ipw2uraocbagq,30000000476,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,55023c65-f9a9-4b94-befb-e28bc9cf8660,sp-epoch-488-baga6ea4seaqlykgredwqxsqhlgqoixdgtys6zhy7wrsnbdtexat6a76yuvy7kly.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqlykgredwqxsqhlgqoixdgtys6zhy7wrsnbdtexat6a76yuvy7kly.car,baga6ea4seaqlykgredwqxsqhlgqoixdgtys6zhy7wrsnbdtexat6a76yuvy7kly,30000000064,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,7ab37d08-2a97-47bd-819b-304391c974d7,sp-epoch-488-baga6ea4seaqe3v6bs4nk3uuirizbmspxodebxd75anjc2hixvjdpu3moti56mgq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqe3v6bs4nk3uuirizbmspxodebxd75anjc2hixvjdpu3moti56mgq.car,baga6ea4seaqe3v6bs4nk3uuirizbmspxodebxd75anjc2hixvjdpu3moti56mgq,30000000420,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,d45fe880-2d94-417e-ad6d-6727eaebac21,sp-epoch-488-baga6ea4seaqi4usbt3ufewbmnvjcidh2amh5obzn6yzpa2o3vjoovkukdte46py.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqi4usbt3ufewbmnvjcidh2amh5obzn6yzpa2o3vjoovkukdte46py.car,baga6ea4seaqi4usbt3ufewbmnvjcidh2amh5obzn6yzpa2o3vjoovkukdte46py,30000000266,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,7274858d-a890-46b0-a230-dab5fec1febd,sp-epoch-488-baga6ea4seaqnqfycbfsoyfxk6vbjly2gi54pz7px65xfpinucp6negmvjdpn6cq.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqnqfycbfsoyfxk6vbjly2gi54pz7px65xfpinucp6negmvjdpn6cq.car,baga6ea4seaqnqfycbfsoyfxk6vbjly2gi54pz7px65xfpinucp6negmvjdpn6cq,30000000102,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,9f657a9e-7fd8-4e06-91bb-7bdb7ef2d5b6,sp-epoch-488-baga6ea4seaqprp7p37awg2q5fmo5bkmgnqtxfsx7xtmw4tvyq73d4suimr7rsai.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqprp7p37awg2q5fmo5bkmgnqtxfsx7xtmw4tvyq73d4suimr7rsai.car,baga6ea4seaqprp7p37awg2q5fmo5bkmgnqtxfsx7xtmw4tvyq73d4suimr7rsai,30000000481,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,4aca130b-41c1-4966-916a-e096801fd104,sp-epoch-488-baga6ea4seaqbtwsrh6eecmy43xxxl3jjngbfkgxwimjg4dcjufkdrj4ua4suudy.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqbtwsrh6eecmy43xxxl3jjngbfkgxwimjg4dcjufkdrj4ua4suudy.car,baga6ea4seaqbtwsrh6eecmy43xxxl3jjngbfkgxwimjg4dcjufkdrj4ua4suudy,30000001342,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,336aa8e9-e6c5-45f5-bf1f-1006cd0a48df,sp-epoch-488-baga6ea4seaqba6bisk63phfyhic3tahfnpda4fpehsdhwsvj4wcdmrpxkqlmeha.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqba6bisk63phfyhic3tahfnpda4fpehsdhwsvj4wcdmrpxkqlmeha.car,baga6ea4seaqba6bisk63phfyhic3tahfnpda4fpehsdhwsvj4wcdmrpxkqlmeha,30000001120,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,d981c575-4393-460b-a6dc-add4dc6bc9e3,sp-epoch-488-baga6ea4seaqjh4ont4wf2nl2ygadhugmvdh3vbuydndtqhayl3fylj57g7joimi.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqjh4ont4wf2nl2ygadhugmvdh3vbuydndtqhayl3fylj57g7joimi.car,baga6ea4seaqjh4ont4wf2nl2ygadhugmvdh3vbuydndtqhayl3fylj57g7joimi,30000000278,34359738368,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
f01227505,87894589-feb6-4442-8d22-1fe6fe40ea2c,sp-epoch-488-baga6ea4seaqpmijvg4ccvsgkya6tzeqye45oabieb3aoi7ycizk3btxaoh7s4ka.car,https://filecoin-car-storage-cdn.b-cdn.net/488/sp-epoch-488-baga6ea4seaqpmijvg4ccvsgkya6tzeqye45oabieb3aoi7ycizk3btxaoh7s4ka.car,baga6ea4seaqpmijvg4ccvsgkya6tzeqye45oabieb3aoi7ycizk3btxaoh7s4ka,12330628005,17179869184,bafyreiapvscs7jehpjymfbaj6ikr75hpndn4zz57j5rmw6c2azsotwrmxq
